order,category,row_num,designation,name_pub,name_source,name_mast_key,name_simbad,sulentic,z,z_dv_kms,z_needs_check,sdss_flag,oiii_observable,validation_route,work_status,manmask,civ_frac_best,ciii_frac_best,mgii_frac_best,n_spectra,instruments_master,stems,measurement_provenance,companion_within_30as
220,sdss,167,J102152.33+464515.6,2MASS J10215235+4645158,simbad,2MASS J10215235+4645158,2MASS J10215235+4645158,,0.204389520172524,0.0,no,1,True,sdss_oiii,no_civ_coverage,1,0.0,0.0044,0.0,1,COS,2MASS J10215235+4645158_COS,,
221,sdss,104,J083553.46+055317.1,2MASS J08355346+0553171,simbad,2MASS J08355346+0553171,2MASS J08355346+0553171,,0.2050768372364957,0.0,no,1,True,sdss_oiii,civ_partial,1,0.55,0.0,0.0,1,COS,2MASS J08355346+0553171_COS,,
222,sdss,144,J095048.37+392650.9,PG 0947+396,sulentic,LEDA 2149945,LEDA 2149945,yes,0.2059008465834214,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,1.0,2,COS;FOS,LEDA 2149945_COS;LEDA 2149945_FOS,,
223,sdss,297,J132059.41+295728.1,2MASS J13205941+2957282,simbad,2MASS J13205941+2957282,2MASS J13205941+2957282,,0.2062562995478283,0.0,no,1,True,sdss_oiii,fit,0,1.0,0.0,0.0,1,COS,2MASS J13205941+2957282_COS,,
224,sdss,379,J144414.66+063306.7,2MASS J14441467+0633067,simbad,2MASS J14441467+0633067,2MASS J14441467+0633067,,0.2082787421218677,0.0,no,1,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,COS,2MASS J14441467+0633067_COS,,
225,sdss,159,J100744.55+500746.6,2MASS J10074455+5007467,simbad,2MASS J10074455+5007467,2MASS J10074455+5007467,,0.2118716093544684,0.0,no,1,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,COS,2MASS J10074455+5007467_COS,,"SDSS J100743.28+500737.5 (QSO, 15"")"
226,sdss,366,J142613.40+195523.9,LEDA 1610278,simbad,E1423+201,LEDA 1610278,,0.2135,12.4,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,E1423+201_COS,,
227,sdss,51,J022014.57-072859.2,2MASS J02201457-0728591,simbad,2MASS J02201457-0728591,2MASS J02201457-0728591,,0.2137721031735916,0.0,no,1,True,sdss_oiii,civ_partial,1,0.5714,0.0,0.0,1,COS,2MASS J02201457-0728591_COS,,
228,sdss,143,J095036.75+512838.0,2MASS J09503674+5128382,simbad,2MASS J09503674+5128382,2MASS J09503674+5128382,,0.2143385964407526,0.0,no,1,True,sdss_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,2MASS J09503674+5128382_COS,,
229,sdss,240,J121044.09+164533.0,SDSS J121044.09+164533.1,simbad,SDSS J121044.09+164533.1,SDSS J121044.09+164533.1,,0.2164566400897719,0.0,no,1,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,COS,SDSS J121044.09+164533.1_COS,,
230,sdss,394,J153228.80+045358.4,2MASS J15322879+0453581,simbad,2MASS J15322879+0453581,2MASS J15322879+0453581,,0.2182197726059885,0.0,no,1,True,sdss_oiii,fit,1,0.8179,0.0,0.0,1,COS,2MASS J15322879+0453581_COS,,
231,sdss,139,J094603.94+013923.7,2MASS J09460395+0139235,simbad,2MASS J09460395+0139235,2MASS J09460395+0139235,,0.2196892987832372,0.0,no,1,True,uv_anchor,no_civ_coverage,0,0.0,0.0,1.0,2,COS;STIS,2MASS J09460395+0139235_COS;2MASS J09460395+0139235_STIS,,
232,sdss,371,J142943.10+474726.1,[HB89] 1427+480,sulentic,2MASS J14294306+4747262,2MASS J14294306+4747262,yes,0.2201802978449285,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,2,COS;FOS,2MASS J14294306+4747262_COS;2MASS J14294306+4747262_FOS,,
233,sdss,206,J112439.18+420145.0,PG 1121+422,sulentic,2MASS J11243917+4201450,2MASS J11243917+4201450,yes,0.2251139627299986,0.0,no,1,True,uv_anchor,fit,2,1.0,0.9688,0.0,2,COS;FOS,2MASS J11243917+4201450_COS;2MASS J11243917+4201450_FOS,,
234,sdss,135,J093653.86+533126.8,QSO J0936+5331,simbad,QSO J0936+5331,QSO J0936+5331,,0.2276375633570726,0.0,no,1,True,uv_anchor,civ_partial,0,0.175,0.5965,1.0,2,COS;STIS,QSO J0936+5331_COS;QSO J0936+5331_STIS,,
235,sdss,6,J001224.01-102226.3,2MASX J00122399-1022269,simbad,2MASX J00122399-1022269,2MASX J00122399-1022269,,0.2287656532346176,0.0,no,1,True,uv_anchor,civ_partial,1,0.3857,0.9825,1.0,2,COS;STIS,2MASX J00122399-1022269_COS;2MASX J00122399-1022269_STIS,,
236,sdss,413,J161711.42+063833.4,2MASS J16171142+0638333,simbad,2MASS J16171142+0638333,2MASS J16171142+0638333,,0.2291917381085154,0.0,no,1,True,uv_anchor,civ_partial,0,0.3071,0.978,0.0,1,COS,2MASS J16171142+0638333_COS,,
237,sdss,427,J165958.93+620218.1,2MASS J16595894+6202181,simbad,2MASS J16595894+6202181,2MASS J16595894+6202181,,0.2326870796856196,0.0,no,1,True,uv_anchor,civ_partial,0,0.7893,1.0,0.0,1,COS,2MASS J16595894+6202181_COS,,
238,sdss,2,J000547.55+020302.1,LBQS 0003+0146,sulentic,LBQS0003+0146,LBQS 0003+0146,yes,0.233371515304252,0.0,no,1,True,uv_anchor,fit,2,1.0,0.9412,0.0,1,FOS,LBQS0003+0146_FOS,,
239,sdss,127,J092159.39+450912.3,2MASS J09215939+4509126,simbad,2MASS J09215939+4509126,2MASS J09215939+4509126,,0.2349403549032422,0.0,no,1,True,sdss_oiii,fit,0,1.0,0.0,0.0,1,COS,2MASS J09215939+4509126_COS,,
240,sdss,90,J075620.07+304535.4,[VV2006] J075620.1+304535,mast,[VV2006] J075620.1+304535,[VV2006] J075620.1+304535,,0.2357046557050597,0.0,no,1,True,uv_anchor,civ_partial,0,0.2321,1.0,0.0,1,COS,[VV2006] J075620.1+304535_COS,,
241,sdss,308,J134113.93-005315.0,LBQS 1338-0038,simbad,LBQS-1338-0038,LBQS 1338-0038,,0.2367316779315824,0.0,no,1,True,sdss_oiii,fit,1,0.8964,0.0,0.0,1,COS,LBQS-1338-0038_COS,,
242,sdss,352,J141729.27+531826.5,SDSS J141729.27+531826.5,simbad,RM790,SDSS J141729.27+531826.5,,0.2375168771118837,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM790_STIS,,
243,sdss,248,J122011.88+020341.5,QSO B1217+023,simbad,Q 1217+023,QSO B1217+023,,0.2402,12.1,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,Q 1217+023_COS,,
244,sdss,158,J100726.10+124856.1,4C 13.41,simbad,4C 13.41,4C 13.41,,0.2404609320966504,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,2,COS;STIS,4C 13.41_COS;4C 13.41_STIS,,
245,sdss,347,J141645.15+542540.7,SDSS J141645.15+542540.7,simbad,RM840,SDSS J141645.15+542540.7,,0.2439194164670547,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM840_STIS,,
246,sdss,115,J085946.35+274534.8,2MASSI J0859463+274534,simbad,2MASSI J0859463+274534,2MASSI J0859463+274534,,0.2441690756959724,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,2MASSI J0859463+274534_STIS,,
247,sdss,163,J101152.97+544206.4,2MASS J10115298+5442063,simbad,2MASS J10115298+5442063,2MASS J10115298+5442063,,0.2461937341259831,0.0,no,1,True,uv_anchor,fit,0,1.0,1.0,0.0,1,COS,2MASS J10115298+5442063_COS,,
248,sdss,364,J142135.90+523138.9,Anon J142135+5231,simbad,RM772,Anon J142135+5231,,0.2491577239688483,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM772_STIS,,
249,sdss,84,J074352.02+271239.4,Ton  3,simbad,ATO J115.9667+27.2109,Ton  3,,0.2527472175168159,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,1.0,1,STIS,ATO J115.9667+27.2109_STIS,,
250,sdss,393,J152757.53+223303.9,LB  9743,simbad,Q 1525+227,LB  9743,,0.2539,12.0,no,1,True,sdss_oiii,iue_only,,0.0,0.0,0.0,0,,,,
251,sdss,105,J083658.92+442601.6,US 1329,simbad,US 1329,US 1329,,0.2542,12.0,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,US 1329_COS,,
252,sdss,101,J083315.21+100052.3,SDSS J083315.08+100052.3,simbad,J0833+1005-OFFNUCLEUS,SDSS J083315.08+100052.3,,0.2545035414000451,0.0,no,1,True,sdss_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,J0833+1005-OFFNUCLEUS_COS,,
253,sdss,161,J101000.69+300321.8,Ton  488,simbad,Ton 488,Ton  488,,0.2562046014752111,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,1.0,2,COS;STIS,Ton 488_COS;Ton 488_STIS,,
254,sdss,107,J084349.75+261910.7,HS 0840+2630,simbad,2MASS J08434975+2619106,HS 0840+2630,,0.2564214449372359,0.0,no,1,True,sdss_oiii,fit,0,1.0,0.7533,0.0,1,COS,2MASS J08434975+2619106_COS,,
255,sdss,232,J115758.72-002220.8,2MASS J11575874-0022208,simbad,2MASS J11575874-0022208,2MASS J11575874-0022208,,0.2601715363224793,0.0,no,1,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,COS,2MASS J11575874-0022208_COS,,
256,sdss,346,J141625.70+535438.5,2MASS J14162560+5354386,simbad,2MASS J14162560+5354386,2MASS J14162560+5354386,,0.2629867801421608,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,2MASS J14162560+5354386_STIS,,
257,sdss,361,J142103.52+515819.4,SDSS J142103.53+515819.4,simbad,RM781,SDSS J142103.53+515819.4,,0.2637910400216207,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,RM781_STIS,,
258,sdss,403,J154743.51+205216.5,PG 1545+210,sulentic,ICRF J154743.5+205216,ICRF J154743.5+205216,yes,0.264302369358326,0.0,no,1,True,uv_anchor,fit,,1.0,1.0,1.0,2,COS;FOS,ICRF J154743.5+205216_COS;ICRF J154743.5+205216_FOS,,
259,sdss,359,J142038.52+532416.5,SDSS J142038.52+532416.4,simbad,RM320,SDSS J142038.52+532416.4,,0.2646824252554376,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM320_STIS,,
260,sdss,299,J132144.96+033055.7,ATO J200.4373+03.5154,simbad,ATO J200.4373+03.5154,ATO J200.4373+03.5154,,0.2685675796918334,0.0,no,1,True,sdss_oiii,fit,1,1.0,0.4402,0.0,1,COS,ATO J200.4373+03.5154_COS,,
261,sdss,380,J144645.91+403506.5,[HB89] 1444+407,sulentic,2MASS J14464593+4035057,2MASS J14464593+4035057,yes,0.2705840249572124,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,2,FOS;STIS,2MASS J14464593+4035057_FOS;2MASS J14464593+4035057_STIS,,
262,sdss,409,J160211.49+141053.4,SDSS J160211.49+141053.4,simbad,SDSSJ1602+1410,SDSS J160211.49+141053.4,,0.2766326160680635,0.0,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,SDSSJ1602+1410_COS,,
263,sdss,269,J124659.27+312619.6,2MASS J12465925+3126196,simbad,2MASS J12465925+3126196,2MASS J12465925+3126196,,0.2767042894828003,0.0,no,1,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J12465925+3126196_COS,,
264,sdss,241,J121401.34+404822.9,2MASS J12140133+4048233,simbad,2MASS J12140133+4048233,2MASS J12140133+4048233,,0.2769524597484584,0.0,no,1,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J12140133+4048233_COS,,
265,sdss,93,J080422.61+192638.7,2MASS J08042265+1926386,simbad,2MASS J08042265+1926386,2MASS J08042265+1926386,,0.2786677653299724,0.0,no,1,True,sdss_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,2MASS J08042265+1926386_COS,,
266,sdss,282,J130422.88+205510.3,2MASS J13042289+2055107,simbad,2MASS J13042289+2055107,2MASS J13042289+2055107,,0.2822847917674421,0.0,no,1,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J13042289+2055107_COS,,
267,sdss,434,J171850.29+304201.5,2MASS J17185029+3042017,simbad,2MASS J17185029+3042017,2MASS J17185029+3042017,,0.2823390330206112,0.0,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,2MASS J17185029+3042017_COS,,
268,sdss,293,J131907.82+271828.0,PB  3493,simbad,PB 3493,PB  3493,,0.2838798897818679,0.0,no,1,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,PB 3493_COS,,
269,sdss,128,J092245.11+303258.3,2MASS J09224506+3032585,simbad,2MASS J09224506+3032585,2MASS J09224506+3032585,,0.2872066210280395,0.0,no,1,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J09224506+3032585_COS,,
270,sdss,250,J122108.93+422839.2,2MASS J12210891+4228388,simbad,2MASS J12210891+4228388,2MASS J12210891+4228388,,0.2881621507280459,0.0,no,1,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J12210891+4228388_COS,,
271,sdss,343,J141308.10+515210.4,SDSS J141308.12+515210.5,simbad,RM822,SDSS J141308.12+515210.5,,0.2885116067353971,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM822_STIS,,
272,sdss,198,J111905.33+592514.0,2MASS J11190530+5925140,simbad,2MASS J11190530+5925140,2MASS J11190530+5925140,,0.2898494716185003,0.0,no,1,True,sdss_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,2MASS J11190530+5925140_COS,,
273,sdss,132,J092837.98+602521.0,SBSG 0924+606B,simbad,SBSG 0924+606B,SBSG 0924+606B,,0.2957152827083427,0.0,no,1,True,sdss_oiii,civ_partial,,0.6786,0.0,0.0,1,COS,SBSG 0924+606B_COS,,"FIRST J092839.7+602511 (rG, 19"")"
274,sdss,456,J222634.05-090106.1,FBQS J2226-0901,simbad,FBQS J2226-0901,FBQS J2226-0901,,0.2986224246034802,0.0,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,FBQS J2226-0901_COS,,
275,sdss,113,J085259.22+031320.6,2MASS J08525922+0313207,simbad,2MASS J08525922+0313207,2MASS J08525922+0313207,,0.3001248307869056,0.0,no,1,True,sdss_oiii,fit,0,1.0,0.0,0.0,1,COS,2MASS J08525922+0313207_COS,,
276,sdss,109,J084533.29+474934.5,2MASS J08453328+4749345,simbad,2MASS J08453328+4749345,2MASS J08453328+4749345,,0.3022557428196653,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,2MASS J08453328+4749345_STIS,,
277,sdss,291,J131426.50+020114.3,2MASS J13142650+0201157,simbad,Q1311+0217,2MASS J13142650+0201157,,0.3072050494185137,0.0,no,1,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,FOS,Q1311+0217_FOS,,
278,sdss,274,J125226.27+563420.7,SBS 1250+568,sulentic,2E 2879,2E  2879,yes,0.3199889175596515,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,1.0,2,FOS;STIS,2E 2879_FOS;2E 2879_STIS,,
279,sdss,330,J140438.84+432707.0,PB  1309,simbad,IR1402+43,PB  1309,,0.3236599626310497,0.0,no,1,True,uv_anchor,fit,,1.0,1.0,0.0,1,FOS,IR1402+43_FOS,,
280,sdss,457,J223607.68+134355.3,2MASS J22360767+1343554,simbad,2MASS J22360767+1343554,2MASS J22360767+1343554,,0.3264161497257916,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,2,COS;STIS,2MASS J22360767+1343554_COS;2MASS J22360767+1343554_STIS,,
281,sdss,312,J134251.60-005345.4,LBQS 1340-0038,simbad,LBQS 1340-0038,LBQS 1340-0038,,0.3269400977285094,0.0,no,1,True,sdss_oiii,fit,2,1.0,0.0,0.0,2,COS;FOS,LBQS 1340-0038_COS;LBQS 1340-0038_FOS,,
282,sdss,152,J100402.61+285535.1,PG 1001+291,sulentic,Ton 28,Ton  28,yes,0.3270439904371061,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,1.0,3,COS;FOS;STIS,Ton 28_COS;Ton 28_FOS;Ton 28_STIS,,
283,sdss,227,J115324.46+493108.6,SBS 1150+497,sulentic,LB2136,LB  2136,yes,0.3334989960602603,0.0,no,1,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,LB2136_FOS,,
284,sdss,372,J143145.99+030143.8,2MASS J14314604+0301444,simbad,2MASS J14314604+0301444,2MASS J14314604+0301444,,0.3405062626320304,0.0,no,1,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,2MASS J14314604+0301444_COS,,
285,sdss,234,J115926.20+210656.1,[HB89] 1156+213,sulentic,TEX1156+213,2MASSI J1159262+210655,yes,0.3473328776538936,0.0,no,1,True,uv_anchor,fit,2,1.0,1.0,0.0,1,FOS,TEX1156+213_FOS,,
286,sdss,337,J141041.25+531848.9,SDSS J141041.25+531848.9,simbad,RM160,SDSS J141041.25+531848.9,,0.3591800968828488,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM160_STIS,,
287,sdss,180,J105151.47-005117.8,PG 1049-005,sulentic,PG 1049-005,PG 1049-005,yes,0.3600537624415858,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,3,COS;FOS;STIS,PG 1049-005_COS;PG 1049-005_FOS;PG 1049-005_STIS,,
288,sdss,32,J011324.21+295815.8,4C 29.02,simbad,B20110+29,4C 29.02,,0.3625039458420198,0.0,no,2,True,uv_anchor,fit,1,1.0,0.9868,0.0,1,FOS,B20110+29_FOS,,
289,sdss,344,J141318.95+543202.3,SDSS J141318.96+543202.4,simbad,RM782,SDSS J141318.96+543202.4,,0.3630632535664089,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,RM782_STIS,,
290,sdss,368,J142735.62+263214.4,[HB89] 1425+267,sulentic,Ton 202,Ton  202,yes,0.363731051231133,0.0,no,2,True,uv_anchor,fit,,1.0,1.0,1.0,3,COS;FOS;STIS,Ton 202_COS;Ton 202_FOS;Ton 202_STIS,,
291,sdss,387,J151443.10+365050.0,[HB89] 1512+370,sulentic,J15147+3650,ICRF J151443.0+365050,yes,0.3709649298938686,0.0,no,2,True,uv_anchor,fit,,1.0,1.0,0.0,1,FOS,J15147+3650_FOS,,
292,sdss,429,J170441.49+604428.9,SBS 1704+608,sulentic,3C351,8C 1704+608,yes,0.3719797196745716,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,FOS;STIS,3C351_FOS;3C351_STIS,,
293,sdss,245,J121649.06+174804.4,LBQS 1214+1804,simbad,Q1214+1804,LBQS 1214+1804,,0.3733307764234906,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,FOS,Q1214+1804_FOS,,
294,sdss,212,J113002.99+602628.5,SDSS J113002.99+602628.4,simbad,Q1130+6026,SDSS J113002.99+602628.4,,0.3741450071609884,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,Q1130+6026_COS,,
295,sdss,210,J112736.38+265450.4,LB 10203,simbad,LB 10203,LB 10203,,0.3794773916728525,0.0,no,2,True,uv_anchor,no_civ_coverage,0,0.0,1.0,0.0,2,COS;FOS,LB 10203_COS;LB 10203_FOS,,
296,sdss,222,J114121.70+014803.3,LBQS 1138+0204,sulentic,LBQS1138+0204,UM 445,yes,0.3819158249060606,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,FOS,LBQS1138+0204_FOS,,
297,sdss,223,J114718.03-013207.6,LBQS 1144-0115,sulentic,LBQS1144-0115,LBQS 1144-0115,yes,0.3820187531289211,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,FOS,LBQS1144-0115_FOS,,
298,sdss,396,J153636.24+044127.0,QSO J1536+0441,simbad,QSO J1536+0441,QSO J1536+0441,,0.3889571950060589,0.0,no,2,True,sdss_oiii,fit,0,0.8925,0.0,0.0,1,COS,QSO J1536+0441_COS,,
299,sdss,29,J010312.96+022110.3,LBQS 0100+0205,sulentic,LBQS 0100+0205,LBQS 0100+0205,yes,0.3938332691580054,0.0,no,2,True,sdss_oiii,fit,,1.0,0.0,0.0,2,COS;FOS,LBQS 0100+0205_COS;LBQS 0100+0205_FOS,,
300,sdss,200,J111916.13+110107.0,2MASS J11191611+1101069,simbad,2MASS J11191611+1101069,2MASS J11191611+1101069,,0.3938676883145244,0.0,no,2,True,sdss_oiii,fit,0,0.8831,0.0,0.0,1,COS,2MASS J11191611+1101069_COS,,
301,sdss,422,J163020.81+375655.5,[HB89] 1628+380,sulentic,1628.6+3806,QSO B1628+3803,yes,0.3943505986216355,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,FOS,1628.6+3806_FOS,,
302,sdss,39,J013955.77+061922.8,2MASS J01395577+0619225,simbad,2MASS J01395577+0619225,2MASS J01395577+0619225,,0.3963243714693187,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,2MASS J01395577+0619225_STIS,,
303,sdss,87,J075051.72+245409.4,2MASS J07505172+2454095,simbad,2MASS J07505172+2454095,2MASS J07505172+2454095,,0.4002136667185859,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,1.0,1,STIS,2MASS J07505172+2454095_STIS,,
304,sdss,402,J154530.28+484608.5,[HB89] 1543+489,sulentic,QSO B1544+4855,PG 1543+489,yes,0.4009103960055726,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,3,COS;FOS;STIS,QSO B1544+4855_COS;QSO B1544+4855_FOS;QSO B1544+4855_STIS,,
305,sdss,8,J002025.06+022625.2,LBQS 0017+0209,sulentic,LBQS0017+0209,LBQS 0017+0209,yes,0.4021788710946813,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.8602,1,FOS,LBQS0017+0209_FOS,,
306,sdss,263,J123325.79+093123.2,LBQS 1230+0947,sulentic,LBQS1230+0947,LBQS 1230+0947,yes,0.4159893726063489,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,FOS,LBQS1230+0947_FOS,,
307,sdss,304,J133045.15+281321.4,2MASS J13304515+2813216,simbad,2MASS J13304515+2813216,2MASS J13304515+2813216,,0.4171968473498484,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J13304515+2813216_COS,,"QSO J1330+2813 (QSO, 28"")"
308,sdss,181,J105232.85+612520.5,[HB89] 1049+616,sulentic,4C61.20,2MASX J10523275+6125211,yes,0.4211027940391447,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,FOS,4C61.20_FOS,,
309,sdss,400,J154340.74+112801.3,2MASS J15434073+1128015,simbad,2MASS J15434073+1128015,2MASS J15434073+1128015,,0.4216610211436046,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J15434073+1128015_COS,,
310,sdss,184,J110047.88+104611.4,2E  2370,simbad,4C 10.30,2E  2370,,0.4226,10.5,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,4C 10.30_COS,,
311,sdss,341,J141202.87+522026.0,[HB91] 1410+525,mast,[HB91] 1410+525,[HB91] 1410+525,,0.4226841326747823,0.0,no,2,True,uv_anchor,fit,,1.0,1.0,0.0,1,STIS,[HB91] 1410+525_STIS,,
312,sdss,187,J110631.75-005253.2,QSO B1103-006,simbad,QSO B1103-006,QSO B1103-006,,0.4269242330231856,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,FOS;STIS,QSO B1103-006_FOS;QSO B1103-006_STIS,,
313,sdss,374,J143511.53+360437.2,QSO J1435+3604,simbad,QSO J1435+3604,QSO J1435+3604,,0.4294757451675097,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1435+3604_COS,,
314,sdss,329,J140410.61+093745.8,2MASS J14041058+0937451,simbad,1401+0951,2MASS J14041058+0937451,,0.4377786544007207,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,FOS,1401+0951_FOS,,
315,sdss,249,J122039.35+171820.7,87GB 121807.5+173455,simbad,87GB 121807.5+173455,87GB 121807.5+173455,,0.4433122496293902,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,87GB 121807.5+173455_COS,,"SDSS J122039.87+171807.3 (QSO, 15"")"
316,sdss,89,J075537.05+254238.5,QSO J0755+2542,simbad,OI-287,QSO J0755+2542,,0.444415694712746,0.0,no,2,True,sdss_oiii,fit,1,0.9929,0.0,0.0,1,FOS,OI-287_FOS,,
317,sdss,265,J123820.19+175038.9,LBQS 1235+1807,simbad,LBQS 1235+1807,LBQS 1235+1807,,0.4534610520264962,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,LBQS 1235+1807_STIS,,
318,sdss,373,J143443.68+200524.4,SDSS J143443.68+200524.4,simbad,SDSS J143443.68+200524.4,SDSS J143443.68+200524.4,,0.4561662348515503,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,SDSS J143443.68+200524.4_COS,,
319,sdss,160,J100902.06+071343.8,QSO J1009+0713,simbad,QSO J1009+0713,QSO J1009+0713,,0.4563098405536901,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1009+0713_COS,,
320,sdss,342,J141214.19+532546.7,SDSS J141214.20+532546.7,simbad,RM101,SDSS J141214.20+532546.7,,0.4576771273079948,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM101_STIS,,
321,sdss,134,J093502.52+433110.6,US  737,simbad,US 737,US  737,,0.4585393208024262,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,US 737_STIS,,
322,sdss,328,J140331.29+462804.8,CSO  606,simbad,CSO 606,CSO  606,,0.4592440194679221,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,CSO 606_STIS,,
323,sdss,102,J083332.92+164411.0,2MASS J08333293+1644110,simbad,2MASS J08333293+1644110,2MASS J08333293+1644110,,0.4606448838511962,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,2MASS J08333293+1644110_STIS,,
324,sdss,264,J123734.47+444731.7,[VV2006] J123734.4+444731,mast,[VV2006] J123734.4+444731,[VV2006] J123734.4+444731,,0.461239247122457,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,COS;STIS,[VV2006] J123734.4+444731_COS;[VV2006] J123734.4+444731_STIS,,
325,sdss,86,J074541.70+314255.6,FBQS J074541.6+314256,sulentic,FBQSJ074541.6+314256,ICRF J074541.6+314256,yes,0.4613060573299271,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,FOS,FBQSJ074541.6+314256_FOS,,
326,sdss,120,J091029.75+101413.5,QSO J0910+1014,simbad,QSO J0910+1014,QSO J0910+1014,,0.4633149219110179,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J0910+1014_COS,,
